titre;id;abstract_type;publication_status;is_paid;reference;page_count;url;affiliations;is_approved;approved_date;downloads;author_1_id;author_1_last_name;author_1_first_name;author_1_url;author_2_id;author_2_last_name;author_2_first_name;author_2_url;author_3_id;author_3_last_name;author_3_first_name;author_3_url;author_4_id;author_4_last_name;author_4_first_name;author_4_url;paperDate;abstract;lang;lang_prob;lang_abs;lang_prob_abs;lang_match;and_count;author1_affi_raw;author2_affi_raw;author_1_institution;author_1_ror_url;author_1_country;author_1_ror_status;author_1_ror_id;author_2_institution;author_2_ror_url;author_2_country;author_2_ror_status;author_2_ror_id
The Sound of Silence: Equilibrium Filtering and Optimal Censoring in Financial Markets;2839200;Accepted Paper Series;UNDER REVIEW;False;Advances in Applied Probability, Vol. 48, No. A, 2016;0;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2839200;Bocconi University - Department of Accounting and London School of Economics;True;17 Sep 2016;0;60008;Gietzmann;Miles B.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=60008;108669.0;Ostaszewski;Adam J.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=108669;;;;;;;;;2016-07-15;Following the approach of standard filtering theory, we analyze investor valuation of firms, when these are modeled as geometric-Brownian state processes that are privately and partially observed, at random (Poisson) times, by agents. Tasked with disclosing forecast values, agents are able purposefully to withhold their observations  explicit filtering formulae are derived for downgrading the valuations in the absence of disclosures. The analysis is conducted for both a solitary firm and m co-dependent firms.;en;0.736892819404602;en;0.9500882625579834;True;1;Bocconi University - Department of Accounting;London School of Economics;Bocconi University;https://ror.org/05crjpb27;Italy;matched;05crjpb27;London School of Economics and Political Science;https://ror.org/0090zs177;United Kingdom;matched;0090zs177
The Need for FDA Reform: Four Models;2839384;Working Paper Series;UNDER REVIEW;False;Economic Perspectives, The Mercatus Center at George Mason University, (2016);7;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2839384;R Street Institute and Independent;True;16 Sep 2016;208;610719;Thierer;Adam D.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=610719;2358422.0;Wilt;Michael;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2358422;;;;;;;;;2016-09-14;The Food and Drug Administration, one of the oldest regulatory agencies, is showing unfortunate signs of age, particularly in its drug and device approval process. The approval process was established with the best of intentions — namely, to keep unsafe products off the market — but it has always come at a cost in terms of delaying life-enriching, and even lifesaving, drugs and devices.The current cumbersome approval process generates both expense and uncertainty for inventors. The slow pace of approvals from the agency imposes avoidable suffering on patients, even as the FDA falls further behind technological progress. The agency’s review process needs to undergo comprehensive reform to streamline the process so that it may keep pace with modern developments and the need for speedier drug and device approval. The most important reform is for policymakers to determine where the FDA has a comparative advantage and where the private sector can take on some of the duties that the FDA has been performing.The consequences of failing to implement comprehensive reform will be profound for innovators and, ultimately, patients. This policy brief summarizes four models for reform proposed by scholars affiliated with the Mercatus Center at George Mason University and others which would change how medical products are brought to markets and removed from markets by creating a process to adapt to technological growth and consumer demand in the 21st century.;en;0.4216889441013336;en;0.9612606167793274;True;1;R Street Institute;Independent;3C Institute;https://ror.org/03ywwzv91;United States;matched;03ywwzv91;;;;no_match;
Seasonality in Government Bond Returns and Factor Premia;2832086;Working Paper Series;UNDER REVIEW;False;;25;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2832086;MBS School of Business and University of Lodz - Faculty of Economics and Sociology;True;31 Aug 2016;281;697423;Zaremba;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=697423;2262021.0;Schabek;Tomasz;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2262021;;;;;;;;;2016-12-06;"The study investigated both the January effect and the ""sell-in-May-and-go-away"" anomaly in government bond returns. It also tested whether the two seasonal patterns impact the performance of fixed-income factor strategies related to volatility, credit risk, value, and momentum premia. Our examination of government bond markets in 25 countries for years 1992-2016 proved that both the bond returns and factor premia had remained unaffected by the January and ""sell-in-May"" effects. These seasonal patterns in government bond markets appear to be merely a statistical artefact.";en;0.783325731754303;en;0.940704345703125;True;2;;;;;;empty_affiliation;;;;;empty_affiliation;
Non-Parametric Integral Estimation Using Data Clustering in Stochastic Dynamic Programming: An Introduction Using Lifetime Financial Modelling;2830282;Accepted Paper Series;UNDER REVIEW;False;Risks, 5(4), 57;0;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2830282;Australian National University (ANU) and Australian National University - Research School of Finance, Actuarial Studies & Statistics;True;28 Aug 2016;0;1329831;Khemka;Gaurav;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1329831;1939241.0;Butt;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1939241;;;;;;;;;;This paper considers an alternative way of structuring stochastic variables in a dynamic programming framework where the model structure dictates that numerical methods of solution are necessary. Rather than estimating integrals within a Bellman equation using quadrature nodes, we use nodes directly from underlying data. An example of the application of this approach is presented using individual lifetime financial modelling. The results show significant benefits to the data-driven approach compared to quadrature and Quasi-Monte Carlo approaches, which hold for both a single stochastic variable and multiple stochastic variables.;en;0.4316325485706329;en;0.834135890007019;True;1;Australian National University (ANU);Australian National University - Research School of Finance, Actuarial Studies & Statistics;Australian National University;https://ror.org/019wvm592;Australia;matched;019wvm592;Australian National University;https://ror.org/019wvm592;Australia;matched;019wvm592
Gender In/Sight: Examining Culture and Constructions of Gender;2821298;Accepted Paper Series;UNDER REVIEW;False;18 Georgetown Journal of Gender and the Law (Geo. J. Gender & L.) 43 (2017) Santa Clara Univ. Legal Studies Research Paper No. 09-16;38;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2821298;Santa Clara University - School of Law and Independent;True;12 Aug 2016;352;256242;Wildman;Stephanie M.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=256242;2580432.0;Chang;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2580432;;;;;;;;;2016-08-10;To build supportive and inclusive communities, society needs to acknowledge gender and consider how gender dynamics influence daily interactions. Gender In/sight seeks both to provide deeper understandings of gender and underline the presence of gender in daily life, ensuring that gender is “in sight.”According to Merriam-Webster’s on-line dictionary, “Gender is currently in the top 1% of look-upped words and is the 386th most popular word on Merriam-Webster.com.” These statistics suggest that many people are thinking about gender, yet past thinking most often considers gender an either/or binary with only two anatomical choices. This paper begins by reviewing a brief evolution of the social construction of gender in U.S. society, followed by an elucidation of why the gender binary remains so problematic. It then introduces some frequently used and misused terms that comprise the cluster of “gender,” examining the question “What is Gender?” Sex has become synonymous with gender and gender with sex. Sex relates to biology, sex assigned at birth, genitalia, chromosomes, and hormones. Identity represents one’s innermost sense of self, whether male, female, both, neither, or any other identity. Most people develop a gender identity that comports with their biological sex. That person is cisgender. A transgender person’s gender identity does not match their assigned birth sex and often seeks to transition (socially or physically). Gender Expression describes the manner in which people outwardly demonstrate gender. A common misconception about gender lies in the belief that someone’s sexual orientation can be determined based on that person’s gender expression. Such an assumption is incomplete because it does not take into account culture, race, ethnicity, geography, and many other factors. A richer vocabulary provides a more holistic picture of the gender landscape including: drag, gender fluid, agender/gender neutral, sex assigned at birth, pansexual. The paper offers these terms not to be final and definitive, but rather to begin the gender conversation and to illustrate its complexity.The paper next examines more closely recent attempts to expand understandings of gender and the barriers to inclusive gender equality. These barriers include a societal lack of familiarity with gender-expansive terms and language, resulting in the unintended exclusion of non-binary people as well as a rift between feminists and gender-expansive communities exemplified over the meanings associated with being genderblind. Deeper understanding of gender becomes further challenged by the failure to deconstruct binary definitions of gender and the absence of consistent identification of gender as a protected classification.Finally the paper develops necessary elements for Gender In/sight, a daily practice of both seeing gender and making inclusive, community building decisions to broaden society’s understanding of gender minority people. This section introduces the elements of gender in/sight, which include (1) looking at context  (2) “asking the other question ” (3) examining privileges associated with gender and sexuality, such as male privilege, heterosexual privilege, and cisgender privilege, (4) “finding the me” in the gender conversation, and (5) rebuilding a gender framework that is inclusive while recognizing nuanced differences.;en;0.8184486627578735;en;0.9289162158966064;True;1;Santa Clara University - School of Law;Independent;Santa Clara University;https://ror.org/03ypqe447;United States;matched;03ypqe447;;;;no_match;
Merger Imbalance and Returns in International Equity Markets;2820587;Accepted Paper Series;UNDER REVIEW;False;Investment Analysts Journal, Forthcoming;31;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2820587;MBS School of Business and Poznan University of Economics;True;11 Aug 2016;82;697423;Zaremba;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=697423;2579932.0;Grobelny;Przemysław;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2579932;;;;;;;;;2016-12-24;At the global level, the mispricing theory of mergers by Shleifer and Vishny (2003) may imply that a significant number of targets acquired in a given country is a sign of market-wide undervaluation whereas intense acquisition activity indicates overvaluation. The present study develops a measure of merger imbalance that compares the quantity of targets and acquirers in a local market and tests significance of this variable for country-level asset pricing. The results prove that countries with a high merger imbalance significantly outperform countries with a low merger imbalance. The research is based on data from 46 countries for the years 1999-2015. The outcomes are robust to many considerations, and the findings support the theory of stock market-driven acquisitions.;en;0.7451945543289185;en;0.927659809589386;True;1;MBS School of Business;Poznan University of Economics;Paris School of Business;https://ror.org/01y414495;France;matched;01y414495;Japan University of Economics;https://ror.org/039k5fe46;Japan;matched;039k5fe46
Financing the Reconstruction of Public Capital after a Natural Disaster;2811367;Working Paper Series;UNDER REVIEW;False;World Bank Policy Research Working Paper No. 7718;43;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2811367;University of Oxford and University of Oxford;True;19 Jul 2016;157;105842;Bevan;David;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=105842;104773.0;Adam;Christopher Scott;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=104773;;;;;;;;;2016-06-21;When a natural disaster destroys public capital, these direct losses are exacerbated by indirect losses arising from reduced output while reconstruction takes place. These indirect losses may be much larger, relative to the direct ones, in low-income countries, because they lack the finance for rapid reconstruction. This paper uses a dynamic general equilibrium model to examine sovereign disaster risk insurance, increased taxation, and budget reallocation as alternative financing mechanisms for countries where increased borrowing is impractical. The analysis suggests that insurance may or may not be helpful, depending on detailed circumstances, and that budget reallocation is potentially very damaging. Raised taxation, if feasible, may be an attractive option.;en;0.7627618908882141;en;0.926754593849182;True;1;University of Oxford;University of Oxford;University of Oxford;https://ror.org/052gg0110;United Kingdom;matched;052gg0110;University of Oxford;https://ror.org/052gg0110;United Kingdom;matched;052gg0110
Economic Resilience to Transportation Failure: A Computable General Equilibrium Analysis;2810545;Working Paper Series;UNDER REVIEW;False;;18;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2810545;The Ohio State University-City and Regional Planning and University of Southern California - Sol Price School of Public Policy;True;19 Jul 2016;243;1593564;Chen;Zhenhua;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1593564;1124833.0;Rose;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1124833;;;;;;;;;2016-07-16;This study develops and applies a multimodal Computable General Equilibrium (CGE) framework to investigate the role of resilience in the economic consequence of transportation system failure. Vulnerability and economic resilience of different modes of transportation infrastructures, including air, road, rail, water and local transit, are assessed and compared using a CGE model that incorporates various resilience tactics including modal substitution, trip conservation, excess capacity, relocation/rerouting, and service recapture. The linkages between accessibility and vulnerability and resilience are analyzed. The model is applied to the transportation system failures in the aftermath of Hurricane Katrina to illustrate its capabilities. The analytical framework, however, has broader applications and can provide insights for resource allocations to enhance emergent responses to unexpected events and to improve resilient design of transportation infrastructure systems.;en;0.6373297572135925;en;0.9159720540046692;True;2;;;;;;empty_affiliation;;;;;empty_affiliation;
A Simple Typology of Sovereign Development Funds;2805014;Accepted Paper Series;UNDER REVIEW;False;The Frontiers of Sovereign Investment (Columbia University Press, 2016);29;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2805014;Maastricht University and Stanford University;True;11 Jul 2016;347;694258;Dixon;Adam D.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=694258;638380.0;Monk;Ashby;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=638380;;;;;;;;;2016-07-05;In this paper we unpack the possibilities and constraints facing sovereign development funds. Our focus and logic is primarily conceptual and deductive rather than directly empirical and inductive. We consider how and in what ways sovereign wealth can be employed for the purpose of economic development. We present two types of sovereign development fund,  considering various constraints in their establishment in relation to political authority, financial capability, and development-related investment opportunities.;en;0.4852675795555115;en;0.9519388675689696;True;1;Maastricht University;Stanford University;Maastricht University;https://ror.org/02jz4aj89;The Netherlands;matched;02jz4aj89;Stanford University;https://ror.org/00f54p054;United States;matched;00f54p054
Parameter Estimation Robust to Low-Frequency Contamination;2806113;Working Paper Series;UNDER REVIEW;False;;28;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2806113;University of Colorado at Boulder - Department of Economics and University of North Carolina (UNC) at Chapel Hill – Department of Economics;True;08 Jul 2016;51;1926413;McCloskey;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1926413;964697.0;Hill;Jonathan B.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=964697;;;;;;;;;;We provide methods to robustly estimate the parameters of stationary ergodic short-memory time series models in the potential presence of additive low-frequency contamination. The types of contamination covered include level shifts (changes in mean) and monotone or smooth time trends, both of which have been shown to bias parameter estimates towards regions of persistence in a variety of contexts. The estimators presented here minimize trimmed frequency domain quasi maximum likelihood (FDQML) objective functions without requiring specification of the low frequency contaminating component. When proper sample size-dependent trimmings are used, the FDQML estimators are consistent and asymptotically normal, asymptotically eliminating the presence of any spurious persistence. These asymptotic results also hold in the absence of additive low-frequency contamination, enabling the practitioner to robustly estimate model parameters without prior knowledge of whether contamination is present. Popular time series models that fit into the framework of this article include ARMA, stochastic volatility, GARCH and ARCH models. We explore the finite sample properties of the trimmed FDQML estimators of the parameters of some of these models, providing practical guidance on trimming choice. Empirical estimation results suggest that a large portion of the apparent persistence in certain volatility time series may indeed be spurious.;en;0.3851054906845093;en;0.8441969156265259;True;1;University of Colorado at Boulder - Department of Economics;University of North Carolina (UNC) at Chapel Hill – Department of Economics;University of Colorado Health;https://ror.org/0107w4315;United States;matched;0107w4315;University of South Carolina;https://ror.org/02b6qw903;United States;matched;02b6qw903
Estimation and Inference with a (Nearly) Singular Jacobian;2806088;Working Paper Series;UNDER REVIEW;False;;85;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2806088;University of Texas at Austin - Department of Economics and University of Colorado at Boulder - Department of Economics;True;08 Jul 2016;61;1078136;Han;Sukjin;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1078136;1926413.0;McCloskey;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1926413;;;;;;;;;2016-06-18;This paper develops extremum estimation and inference results for nonlinear models with very general forms of potential identification failure when the source of this identification failure is known. We examine models that may have a general deficient rank Jacobian in certain parts of the parameter space. When identification fails in one of these models, it becomes under-identified and the identification status of individual parameters is not generally straightforward to characterize.  We provide a systematic reparameterization procedure that leads to a reparameterized model with straightforward identification status.  Using this reparameterization, we determine the asymptotic behavior of standard extremum estimators and Wald statistics under a comprehensive class of parameter sequences characterizing the strength of identification of the model parameters, ranging from non-identification to strong identification. Using the asymptotic results, we propose hypothesis testing methods that make use of a standard Wald statistic and data-dependent critical values, leading to tests with correct asymptotic size regardless of identification strength and good power properties. Importantly, this allows one to directly conduct uniform inference on low-dimensional functions of the model parameters, including one-dimensional subvectors. The paper illustrates these results in three examples: a sample selection model, a triangular threshold crossing model and a collective model for household expenditures.;en;0.7356406450271606;en;0.8386585116386414;True;1;University of Texas at Austin - Department of Economics;University of Colorado at Boulder - Department of Economics;The University of Texas at Austin;https://ror.org/00hj54h04;United States;matched;00hj54h04;University of Colorado Health;https://ror.org/0107w4315;United States;matched;0107w4315
The Limitations of Supply Chain Disclosure Regimes;2801331;Accepted Paper Series;UNDER REVIEW;False;Stanford Journal of International Law, Vol. 53, p. 1, 2017 University of Chicago Coase-Sandor Institute for Law & Economics Research Paper No. 766 U of Chicago, Public Law Working Paper No. 586;55;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2801331;University of Chicago - Law School and University of Toronto - Faculty of Law;True;29 Jun 2016;708;1686872;Chilton;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1686872;433943.0;Sarfaty;Galit;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=433943;;;;;;;;;2016-06-27;Although the past few decades have seen numerous cases of human rights violations within corporate supply chains, companies are frequently not held accountable for the abuses because there is a significant governance gap in the regulation of corporate activity abroad. In response, governments have begun to pass mandatory disclosure laws that require companies to release detailed information on their supply chains in the hopes that these laws will create pressure that will improve corporate accountability. In this paper, we argue that supply chain disclosure regimes are unlikely to have a large effect on consumer behavior, and as a result, their effectiveness at reducing human rights abuses will likely be limited. This is not only because scholarship on mandatory disclosure regimes in other areas has suggested that these regimes are frequently unsuccessful, but also because these problems are likely to be exacerbated in the human rights context. We argue that this is due to the fact that supply chain disclosures do not provide information on actual products, the information in the disclosures only provides weak proxies for human rights outcomes, and the risks associated with supply chains vary dramatically across industries. In order to test our argument, we engaged a leading market research firm to field a series of experiments that were designed to test how well consumers understand supply chain disclosures. In our experiments, the nationally representative sample of respondents consistently rated disclosures reporting low levels of due diligence almost as highly as disclosures that reported a high level of due diligence. Based on these results, we argue that consumer-oriented supply chain disclosure regimes designed to improve corporate human rights behavior should be reconsidered.;en;0.8557966351509094;en;0.9635258316993712;True;1;University of Chicago - Law School;University of Toronto - Faculty of Law;University of Chicago;https://ror.org/024mw5h28;United States;matched;024mw5h28;University of Toronto;https://ror.org/03dbr7087;Canada;matched;03dbr7087
Distributional Consequences of Asset Price Inflation in the Euro Area;2797052;Working Paper Series;UNDER REVIEW;False;Bundesbank Discussion Paper No. 27/2015;22;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2797052;University of Mannheim and Deutsche Bundesbank;True;21 Jun 2016;152;321199;Adam;Klaus;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=321199;1343896.0;Tzamourani;Panagiota;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1343896;;;;;;;;;;We study the distributional consequences of housing price, bond price and equity price increases for Euro Area households using data from the Household Finance and Consumption Survey (HFCS). The capital gains from bond price and equity price increases turn out to be concentrated among relatively few households, while the median household strongly benefits from housing price increases. The capital gains from bond price increases (relative to household net wealth) do not correlate with household net wealth (or income). Bond price increases thus leave net wealth inequality largely unchanged. In contrast, equity price increases largely benefit the top end of the net wealth (and income) distribution, thus amplify net wealth inequality. Housing price increases display a hump shaped pattern over the net wealth distribution, with the poorest and richest households benefitting least. With regard to the latter finding there exists considerable heterogeneity across Euro Area countries.;en;0.7628436088562012;en;0.910187005996704;True;1;University of Mannheim;Deutsche Bundesbank;University of Mannheim;https://ror.org/031bsb921;Germany;matched;031bsb921;Deutsche Bundesbank;https://ror.org/03jvfq589;Germany;matched;03jvfq589
Optimal Sovereign Default;2796902;Working Paper Series;UNDER REVIEW;False;Bundesbank Discussion Paper No. 09/2013;52;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2796902;University of Mannheim and European Central Bank (ECB);True;21 Jun 2016;89;321199;Adam;Klaus;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=321199;1280809.0;Grill;Michael;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1280809;;;;;;;;;;When is it optimal for a government to default on its legal repayment obligations? We answer this question for a small open economy with domestic production risk in which contracting frictions make it optimal for the government to finance itself by issuing non-contingent debt. We show that Ramsey optimal policies occasionally deviate from the legal repayment obligation and repay debt only partially, even if such deviations give rise to significant 'default costs'. Optimal default improves the international diversification of domestic output risk, increases the efficiency of domestic investment and - for a wide range of default costs - significantly increases welfare relative to a situation where default is simply ruled out from Ramsey optimal plans. We show analytically that default is optimal following adverse shocks to domestic output, especially for very negative international wealth positions. A quantitative analysis reveals that for empirically plausible wealth levels, default is optimal only in response to disaster-like shocks to domestic output, and that following such shocks default can be Ramsey optimal even if the net foreign asset position is positive.;en;0.1697598546743393;en;0.8959892392158508;True;1;University of Mannheim;European Central Bank (ECB);University of Mannheim;https://ror.org/031bsb921;Germany;matched;031bsb921;European Central Bank;https://ror.org/00ajckn66;Germany;matched;00ajckn66
Modeling Intuition's Origins;2783042;Accepted Paper Series;UNDER REVIEW;False;Journal of Applied Memory & Cognition, Forthcoming;6;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2783042;Yale University and;True;24 May 2016;113;2553860;Bear;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2553860;1038894.0;Rand;David G.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1038894;;;;;;;;;2016-05-22;Computational models of intuition typically focus on describing cognitive implementations of intuitive decision-making. In this commentary, we highlight several ways in which formal models can be used to consider a different perspective: the evolutionary and social origins of intuition. Why should intuitions have come to function as they do? We consider three case studies that demonstrate how introducing evolutionary game theory into the psychological study of intuition can help answer questions about the origins of intuitive processes. These case studies demonstrate why we should expect (i) intuition to persist within a population even when other forms of cognition perform better  (ii) intuition to favor cooperation rather than selfishness  and (iii) intuitive cooperators to be trusted more than people who cooperate after carefully calculating costs and benefits.;en;0.540628969669342;en;0.919317662715912;True;0;;;;;;empty_affiliation;;;;;empty_affiliation;
The Complementarity Effects of Activity-Based Costing and Information Systems Integration on Financial Performance in Manufacturing Firms;2779452;Working Paper Series;UNDER REVIEW;False;;0;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2779452;Florida International University (FIU) - College of Business Administration and Lulea University of Technology;True;15 May 2016;0;145131;Maiga;Adam S.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=145131;1336065.0;(Nilsson) Hersinger;Anders;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1336065;;;;;;;;;2016-05-12;Previous research suggests that interaction effects on financial performance may arise between activity-based costing and information systems integration but the characteristics of such effects are poorly understood. The purpose of this study is to assess the main, two-way, and three-way interaction effects of activity-based costing and internal and external information systems integration on financial performance in manufacturing firms. We test seven hypotheses concerning interaction effects based on hierarchical regression analyses of a sample of 171 member firms from the Institute for Supply Management. The results do not indicate any significant main effects but do suggest differential two-way interaction effects on firm financial performance. The three-way interaction effects are positive and significant. The research findings suggest that it is possible to obtain certain complementarity effects when combining two of these resources although it is the complementarity of the three resources that leads to the highest financial performance.;en;0.7450911402702332;en;0.9422460198402404;True;1;Florida International University (FIU) - College of Business Administration;Lulea University of Technology;Florida International University;https://ror.org/02gz6gg07;United States;matched;02gz6gg07;Luleå University of Technology;https://ror.org/016st3p78;Sweden;matched;016st3p78
Are There Returns to Experience at Low-Skill Jobs? Evidence from Single Mothers in the United States Over the 1990s;2779088;Working Paper Series;UNDER REVIEW;False;Upjohn Institute Working Paper No. 16-255;57;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2779088;University of Utah - David Eccles School of Business and University of Texas at Austin;True;15 May 2016;78;569755;Looney;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=569755;1216264.0;Manoli;Day;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1216264;;;;;;;;;2016-04-12;Policy changes in the United States in the 1990s resulted in sizable increases in employment rates of single mothers. We show that this increase led to a large and abrupt increase in work experience for single mothers with young children. We then examine the economic return to this increase in experience for affected single mothers. Despite the increases in experience, single mothers’ real wages and employment have remained relatively unchanged. The empirical analysis suggests that an additional year of experience increases single mothers’ wage rates by less than 2 percent, a percentage lower than previous estimates in the literature.;en;0.8441174030303955;en;0.9520994424819946;True;1;University of Utah - David Eccles School of Business;University of Texas at Austin;University of Utah;https://ror.org/03r0ha626;United States;matched;03r0ha626;The University of Texas at Austin;https://ror.org/00hj54h04;United States;matched;00hj54h04
How Useful is Inequality of Opportunity as a Policy Construct?;2475067;Working Paper Series;UNDER REVIEW;False;World Bank Policy Research Working Paper No. 6980;20;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2475067;Cornell University and World Bank - Development Research Group (DECRG);True;20 Apr 2016;265;261718;Kanbur;Ravi;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=261718;285532.0;Wagstaff;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=285532;;;;;;;;;2014-07-01;The academic literature on equality of opportunity has burgeoned. The concepts and measures have begun to be used by policy institutions, including in specific sectors such as health and education. It is argued that one advantage of focusing on equality of opportunity is that policy makers are more responsive to that discourse than to equality of outcomes per se. This paper presents a critique of equality of opportunity in the policy context. Although the empirical analysis to which the literature has given rise is useful and is to be welcomed, current methods for quantifying and implementing the concept with a view to informing the policy discourse face a series of fundamental questions that remain unanswered. Without a full appreciation of these difficulties, the methods may prove to be misleading in the policy context.;en;0.9664919376373292;en;0.9620522260665894;True;1;Cornell University;World Bank - Development Research Group (DECRG);Cornell University;https://ror.org/05bnh6r87;United States;matched;05bnh6r87;World Bank;https://ror.org/00ae7jd04;United States;matched;00ae7jd04
Poverty and Survival Prospects of Vietnamese Children Under Doi Moi;2444043;Working Paper Series;UNDER REVIEW;False;World Bank Policy Research Working Paper No. 2832;42;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2444043;World Bank - Development Research Group (DECRG) and World Bank;True;20 Apr 2016;102;285532;Wagstaff;Adam;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=285532;2252295.0;Nguyen;Nga Nguyet;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2252295;;;;;;;;;2002-04-30;By international standards, and given its relatively low per capita income, Vietnam has achieved substantial reductions in, and low levels of, infant and under-five mortality. The authors review existing evidence and provide new evidence on whether, under the economic liberalization program known as Doi Moi, this reduction in child mortality has been sustained. They conclude that it has, but that the gains have been concentrated among the better-off. As a result, socioeconomic inequalities in child survival are evident in Vietnam-a change from the early 1990s when none were apparent. The authors develop survival models to find the causes of this differential decline in child mortality, and conclude that a number of factors have been at work, including reductions among the poor (but not among the better-off) in coverage of health services and in women's educational attainment. They argue that if the experience of the late 1990s is a guide to the future, the lack of progress among the poor will jeopardize Vietnam's chances of achieving the international development goals for child mortality. The authors examine various policy scenarios, including expanding coverage of health services, water and sanitation, and find that such measures, while useful, will have only a limited effect on the mortality of poor children. They find that programs aimed at narrowing the gap between the poor and better-off may have large beneficial effects on the various determinants of child survival.;en;0.6648687720298767;en;0.966918647289276;True;1;World Bank - Development Research Group (DECRG);World Bank;World Bank;https://ror.org/00ae7jd04;United States;matched;00ae7jd04;World Bank;https://ror.org/00ae7jd04;United States;matched;00ae7jd04
